rank-number,rank-year,index-name_en-US,capitalist-gender,XY-parent_en-US,XX-parent_en-Us,given-name_native-tongue,friend-name,capitalist_consort-name,firstseen-city,firstseen-country,capitalist_born-spacetime,capitalist_origin-story,mother-tongues,capitalist_schooling,written-hands,job-titles,award-names,capitalist-background,lastseen_city,lastseen-country,capitalist-type,rank-metric,rank-value,stock-shareprice,evolution-value_descendant-count,datacollected-yearmonth,firstseen-year,privedge-granted_year,priveledge-rank,privedge-lost_year,lastseen-year,deathnote,capitalist-currentage,person_age-group,archetype.childhood,archetype.student,archetype.householder,archetype.teacher,archetype.advisor,archetype.phantasim,patron-source,patron-industry,claim-to-fame,data-notes
193,12024,KKR & Co.,XX-XY,,,KKR & Co.,KKR,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$89,400,000,000",$100.51,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
194,12024,Compagnie Financière Richemont,XX-XY,,,Compagnie Financière Richemont,CFR.SW,,,,,,,,,,,,,Switzerland,company.public,USD-marketcap,"$88,620,000,000",$150.89,,,,,B.lion,,,,12026,phantasim,,,,,,,,,,
195,12024,Sherwin-Williams,XX-XY,,,Sherwin-Williams,SHW,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$88,140,000,000",$346.89,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
196,12024,GlaxoSmithKline,XX-XY,,,GlaxoSmithKline,GSK,,,,,,,,,,,,,United Kingdom,company.public,USD-marketcap,"$87,820,000,000",$42.99,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
197,12024,HCA Healthcare,XX-XY,,,HCA Healthcare,HCA,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$87,720,000,000",$331.69,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
198,12024,SoftBank,XX-XY,,,SoftBank,9984.T,,,,,,,,,,,,,Japan,company.public,USD-marketcap,"$87,640,000,000",$59.79,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
199,12024,Synopsys,XX-XY,,,Synopsys,SNPS,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$87,460,000,000",$573.35,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
200,12024,Bharti Airtel,XX-XY,,,Bharti Airtel,BHARTIARTL.NS,,,,,,,,,,,,,India,company.public,USD-marketcap,"$86,970,000,000",$14.71,,,,,B.lion,,,,12026,phantasim,,,,,,,,,,
201,12024,Waste Management,XX-XY,,,Waste Management,WM,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$85,920,000,000",$213.97,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
202,12024,Hitachi,XX-XY,,,Hitachi,6501.T,,,,,,,,,,,,,Japan,company.public,USD-marketcap,"$85,830,000,000",$92.64,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
203,12024,ABB,XX-XY,,,ABB,ABBN.SW,,,,,,,,,,,,,Switzerland,company.public,USD-marketcap,"$85,250,000,000",$46.46,,,,,B.lion,,,,12026,phantasim,,,,,,,,,,
204,12024,Mercedes-Benz,XX-XY,,,Mercedes-Benz,MBG.DE,,,,,,,,,,,,,Germany,company.public,USD-marketcap,"$85,190,000,000",$79.64,,,,,B.lion,,,,12026,phantasim,,,,,,,,,,
205,12024,Cadence Design Systems,XX-XY,,,Cadence Design Systems,CDNS,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$84,870,000,000",$311.34,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
206,12024,AXA,XX-XY,,,AXA,CS.PA,,,,,,,,,,,,,France,company.public,USD-marketcap,"$84,620,000,000",$37.58,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
207,12024,Canadian National Railway,XX-XY,,,Canadian National Railway,CNI,,,,,,,,,,,,,Canada,company.public,USD-marketcap,"$84,280,000,000",$131.65,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
208,12024,China Yangtze Power,XX-XY,,,China Yangtze Power,600900.SS,,,,,,,,,,,,,China,company.public,USD-marketcap,"$84,070,000,000",$3.44,,,,,B.lion,,,,12026,phantasim,,,,,,,,,,
210,12024,Diageo,XX-XY,,,Diageo,DEO,,,,,,,,,,,,,United Kingdom,company.public,USD-marketcap,"$83,250,000,000",$149.42,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
211,12024,Canadian Pacific Railway,XX-XY,,,Canadian Pacific Railway,CP,,,,,,,,,,,,,Canada,company.public,USD-marketcap,"$82,490,000,000",$88.46,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
212,12024,BYD,XX-XY,,,BYD,002594.SZ,,,,,,,,,,,,,China,company.public,USD-marketcap,"$82,390,000,000",$29.33,,,,,B.lion,,,,12026,phantasim,,,,,,,,,,
213,12024,Wuliangye Yibin,XX-XY,,,Wuliangye Yibin,000858.SZ,,,,,,,,,,,,,China,company.public,USD-marketcap,"$81,990,000,000",$21.13,,,,,B.lion,,,,12026,phantasim,,,,,,,,,,
214,12024,RELX,XX-XY,,,RELX,RELX,,,,,,,,,,,,,United Kingdom,company.public,USD-marketcap,"$81,450,000,000",$43.41,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
215,12024,Canadian Natural Resources,XX-XY,,,Canadian Natural Resources,CNQ,,,,,,,,,,,,,Canada,company.public,USD-marketcap,"$80,820,000,000",$75.47,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
217,12024,Southern Copper,XX-XY,,,Southern Copper,SCCO,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$80,650,000,000",$104.32,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
218,12024,Target,XX-XY,,,Target,TGT,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$80,640,000,000",$174.67,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
220,12024,Atlas Copco,XX-XY,,,Atlas Copco,ATCO-B.ST,,,,,,,,,,,,,Sweden,company.public,USD-marketcap,"$80,250,000,000",$15.11,,,,,B.lion,,,,12026,phantasim,,,,,,,,,,
221,12024,BNP Paribas,XX-XY,,,BNP Paribas,BNP.PA,,,,,,,,,,,,,France,company.public,USD-marketcap,"$80,210,000,000",$70.05,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
222,12024,Chipotle Mexican Grill,XX-XY,,,Chipotle Mexican Grill,CMG,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$80,160,000,000","$2,923.00",,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
223,12024,Illinois Tool Works,XX-XY,,,Illinois Tool Works,ITW,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$80,120,000,000",$268.21,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
224,12024,Dell,XX-XY,,,Dell,DELL,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$79,710,000,000",$111.68,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
225,12024,Ferrari,XX-XY,,,Ferrari,RACE,,,,,,,,,,,,,Italy,company.public,USD-marketcap,"$79,640,000,000",$439.16,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
227,12024,Iberdrola,XX-XY,,,Iberdrola,IBE.MC,,,,,,,,,,,,,Spain,company.public,USD-marketcap,"$79,130,000,000",$12.58,,,,,B.lion,,,,12026,phantasim,,,,,,,,,,
228,12024,Equinor,XX-XY,,,Equinor,EQNR,,,,,,,,,,,,,Norway,company.public,USD-marketcap,"$79,050,000,000",$26.90,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
229,12024,Schlumberger,XX-XY,,,Schlumberger,SLB,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$78,630,000,000",$54.90,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
230,12024,State Bank of India,XX-XY,,,State Bank of India,SBIN.NS,,,,,,,,,,,,,India,company.public,USD-marketcap,"$78,580,000,000",$8.81,,,,,B.lion,,,,12026,phantasim,,,,,,,,,,
231,12024,Intercontinental Exchange,XX-XY,,,Intercontinental Exchange,ICE,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$78,430,000,000",$136.98,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
232,12024,Bank Central Asia,XX-XY,,,Bank Central Asia,BBCA.JK,,,,,,,,,,,,,Indonesia,company.public,USD-marketcap,"$78,360,000,000",$0.64,,,,,B.lion,,,,12026,phantasim,,,,,,,,,,
233,12024,CrowdStrike,XX-XY,,,CrowdStrike,CRWD,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$77,940,000,000",$322.25,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
234,12024,Sumitomo Mitsui Financial Group,XX-XY,,,Sumitomo Mitsui Financial Group,SMFG,,,,,,,,,,,,,Japan,company.public,USD-marketcap,"$77,740,000,000",$11.81,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
235,12024,CME Group,XX-XY,,,CME Group,CME,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$77,620,000,000",$215.60,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
236,12024,Investor AB,XX-XY,,,Investor AB,INVE-B.ST,,,,,,,,,,,,,Sweden,company.public,USD-marketcap,"$77,520,000,000",$25.41,,,,,B.lion,,,,12026,phantasim,,,,,,,,,,
237,12024,Southern Company,XX-XY,,,Southern Company,SO,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$77,510,000,000",$71.05,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
238,12024,General Dynamics,XX-XY,,,General Dynamics,GD,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$77,340,000,000",$281.90,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
240,12024,MercadoLibre,XX-XY,,,MercadoLibre,MELI,,,,,,,,,,,,,Argentina,company.public,USD-marketcap,"$77,190,000,000","$1,523.00",,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
241,12024,Zurich Insurance Group,XX-XY,,,Zurich Insurance Group,ZURN.SW,,,,,,,,,,,,,Switzerland,company.public,USD-marketcap,"$77,190,000,000",$536.14,,,,,B.lion,,,,12026,phantasim,,,,,,,,,,
242,12024,Zoetis,XX-XY,,,Zoetis,ZTS,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$77,150,000,000",$168.51,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
243,12024,Equinix,XX-XY,,,Equinix,EQIX,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$77,140,000,000",$815.31,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
244,12024,Santander,XX-XY,,,Santander,SAN,,,,,,,,,,,,,Spain,company.public,USD-marketcap,"$77,080,000,000",$4.84,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
245,12024,Altria Group,XX-XY,,,Altria Group,MO,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$76,990,000,000",$43.66,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
246,12024,Enbridge,XX-XY,,,Enbridge,ENB,,,,,,,,,,,,,Canada,company.public,USD-marketcap,"$76,490,000,000",$35.99,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
248,12024,BMW,XX-XY,,,BMW,BMW.DE,,,,,,,,,,,,,Germany,company.public,USD-marketcap,"$75,770,000,000",$114.99,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
249,12024,AIA,XX-XY,,,AIA,1299.HK,,,,,,,,,,,,,Hong Kong,company.public,USD-marketcap,"$75,560,000,000",$6.72,,,,,B.lion,,,,12026,phantasim,,,,,,,,,,
250,12024,Merck KGaA,XX-XY,,,Merck KGaA,MRK.DE,,,,,,,,,,,,,Germany,company.public,USD-marketcap,"$75,440,000,000",$173.53,,,,,B.lion,,,,12026,phantasim,,,,,,,,,,
251,12024,Infosys,XX-XY,,,Infosys,INFY,,,,,,,,,,,,,India,company.public,USD-marketcap,"$74,230,000,000",$17.79,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
252,12024,Vinci,XX-XY,,,Vinci,DG.PA,,,,,,,,,,,,,France,company.public,USD-marketcap,"$74,190,000,000",$130.05,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
253,12024,Duke Energy,XX-XY,,,Duke Energy,DUK,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$74,120,000,000",$96.09,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
254,12024,Colgate-Palmolive,XX-XY,,,Colgate-Palmolive,CL,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$74,040,000,000",$89.95,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
255,12024,Marriott International,XX-XY,,,Marriott International,MAR,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$73,400,000,000",$253.56,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
256,12024,EOG Resources,XX-XY,,,EOG Resources,EOG,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$73,300,000,000",$126.39,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
257,12024,Meituan,XX-XY,,,Meituan,3690.HK,,,,,,,,,,,,,China,company.public,USD-marketcap,"$72,600,000,000",$11.64,,,,,B.lion,,,,12026,phantasim,,,,,,,,,,
258,12024,Volkswagen,XX-XY,,,Volkswagen,VOW3.DE,,,,,,,,,,,,,Germany,company.public,USD-marketcap,"$72,320,000,000",$131.89,,,,,B.lion,,,,12026,phantasim,,,,,,,,,,
259,12024,Workday,XX-XY,,,Workday,WDAY,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$72,280,000,000",$273.62,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
260,12024,CSX Corporation,XX-XY,,,CSX Corporation,CSX,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$72,170,000,000",$36.84,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
261,12024,Walmex,XX-XY,,,Walmex,WMMVF,,,,,,,,,,,,,Mexico,company.public,USD-marketcap,"$71,870,000,000",$4.07,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
262,12024,Parker-Hannifin,XX-XY,,,Parker-Hannifin,PH,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$71,650,000,000",$558.05,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
263,12024,Northrop Grumman,XX-XY,,,Northrop Grumman,NOC,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$71,620,000,000",$477.36,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
264,12024,PayPal,XX-XY,,,PayPal,PYPL,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$71,340,000,000",$66.57,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
265,12024,Moody's,XX-XY,,,Moody's,MCO,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$71,240,000,000",$390.24,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
266,12024,Becton Dickinson,XX-XY,,,Becton Dickinson,BDX,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$71,220,000,000",$246.53,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
267,12024,Marathon Petroleum,XX-XY,,,Marathon Petroleum,MPC,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$70,980,000,000",$196.99,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
268,12024,LG Energy Solution,XX-XY,,,LG Energy Solution,373220.KS,,,,,,,,,,,,,South Korea,company.public,USD-marketcap,"$70,900,000,000",$303.01,,,,,B.lion,,,,12026,phantasim,,,,,,,,,,
269,12024,McKesson,XX-XY,,,McKesson,MCK,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$70,860,000,000",$539.26,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
270,12024,FedEx,XX-XY,,,FedEx,FDX,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$70,840,000,000",$287.88,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
271,12024,National Australia Bank,XX-XY,,,National Australia Bank,NAB.AX,,,,,,,,,,,,,Australia,company.public,USD-marketcap,"$70,740,000,000",$22.67,,,,,B.lion,,,,12026,phantasim,,,,,,,,,,
272,12024,Mitsui Bussan,XX-XY,,,Mitsui Bussan,8031.T,,,,,,,,,,,,,Japan,company.public,USD-marketcap,"$70,510,000,000",$47.09,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
273,12024,China Telecom,XX-XY,,,China Telecom,0728.HK,,,,,,,,,,,,,China,company.public,USD-marketcap,"$70,450,000,000",$0.52,,,,,B.lion,,,,12026,phantasim,,,,,,,,,,
274,12024,Thomson Reuters,XX-XY,,,Thomson Reuters,TRI,,,,,,,,,,,,,Canada,company.public,USD-marketcap,"$70,410,000,000",$155.95,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
275,12024,DBS Group,XX-XY,,,DBS Group,D05.SI,,,,,,,,,,,,,Singapore,company.public,USD-marketcap,"$70,280,000,000",$27.18,,,,,B.lion,,,,12026,phantasim,,,,,,,,,,
276,12024,Bank of Montreal,XX-XY,,,Bank of Montreal,BMO,,,,,,,,,,,,,Canada,company.public,USD-marketcap,"$69,910,000,000",$96.38,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
277,12024,Cintas,XX-XY,,,Cintas,CTAS,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$69,500,000,000",$685.64,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
278,12024,Amphenol,XX-XY,,,Amphenol,APH,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$69,160,000,000",$115.30,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
279,12024,Sberbank,XX-XY,,,Sberbank,SBER.ME,,,,,,,,,,,,,Russia,company.public,USD-marketcap,"$68,910,000,000",$3.19,,,,,B.lion,,,,12026,phantasim,,,,,,,,,,
280,12024,Banco Bilbao Vizcaya Argentaria,XX-XY,,,Banco Bilbao Vizcaya Argentaria,BBVA,,,,,,,,,,,,,Spain,company.public,USD-marketcap,"$68,830,000,000",$11.85,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
281,12024,TransDigm,XX-XY,,,TransDigm,TDG,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$68,600,000,000","$1,234.00",,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
282,12024,U.S. Bancorp,XX-XY,,,U.S. Bancorp,USB,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$68,560,000,000",$44.00,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
283,12024,Recruit,XX-XY,,,Recruit,6098.T,,,,,,,,,,,,,Japan,company.public,USD-marketcap,"$68,340,000,000",$44.16,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
284,12024,Siemens Healthineers,XX-XY,,,Siemens Healthineers,SHL.DE,,,,,,,,,,,,,Germany,company.public,USD-marketcap,"$68,160,000,000",$61.07,,,,,B.lion,,,,12026,phantasim,,,,,,,,,,
285,12024,Trane Technologies,XX-XY,,,Trane Technologies,TT,,,,,,,,,,,,,Ireland,company.public,USD-marketcap,"$68,050,000,000",$299.71,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
287,12024,Phillips 66,XX-XY,,,Phillips 66,PSX,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$68,000,000,000",$158.96,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
288,12024,British American Tobacco,XX-XY,,,British American Tobacco,BTI,,,,,,,,,,,,,United Kingdom,company.public,USD-marketcap,"$67,910,000,000",$30.34,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
289,12024,Itaú Unibanco,XX-XY,,,Itaú Unibanco,ITUB,,,,,,,,,,,,,Brazil,company.public,USD-marketcap,"$67,850,000,000",$6.94,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
290,12024,Enel,XX-XY,,,Enel,ENEL.MI,,,,,,,,,,,,,Italy,company.public,USD-marketcap,"$67,850,000,000",$6.68,,,,,B.lion,,,,12026,phantasim,,,,,,,,,,
291,12024,Life Insurance Corporation of India (LIC),XX-XY,,,Life Insurance Corporation of India (LIC),LICI.NS,,,,,,,,,,,,,India,company.public,USD-marketcap,"$67,800,000,000",$10.72,,,,,B.lion,,,,12026,phantasim,,,,,,,,,,
292,12024,ACWA POWER Company,XX-XY,,,ACWA POWER Company,2082.SR,,,,,,,,,,,,,Saudi Arabia,company.public,USD-marketcap,"$67,170,000,000",$91.88,,,,,B.lion,,,,12026,phantasim,,,,,,,,,,
293,12024,O'Reilly Automotive,XX-XY,,,O'Reilly Automotive,ORLY,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$67,030,000,000","$1,136.00",,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
294,12024,NetEase,XX-XY,,,NetEase,NTES,,,,,,,,,,,,,China,company.public,USD-marketcap,"$66,870,000,000",$103.69,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
295,12024,Ecolab,XX-XY,,,Ecolab,ECL,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$66,260,000,000",$231.76,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
296,12024,Glencore,XX-XY,,,Glencore,GLCNF,,,,,,,,,,,,,Switzerland,company.public,USD-marketcap,"$66,240,000,000",$5.45,,12024.03,,,B.lion,,,,12026,phantasim,,,,,,,,,,
297,12024,Intesa Sanpaolo,XX-XY,,,Intesa Sanpaolo,ISP.MI,,,,,,,,,,,,,Italy,company.public,USD-marketcap,"$66,200,000,000",$3.63,,,,,B.lion,,,,12026,phantasim,,,,,,,,,,
